ScenicSpotID,ScenicSpotName,DescriptionDetail,Description,Phone,Address,OpenTime,Picture,Position,ParkingPosition,City,SrcUpdateTime,UpdateTime
C1_315081200H_000006,峨眉湖,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖步道能完工要多虧當地仕紳余錦奎伯伯的無償提供，也因此這段步道設有一段「徐伯伯的橋」，橋下的3D彩繪溪流栩栩如生，宛如流水正汨汨而去，溪上還有油桐花、蓮花荷葉點綴。繼續沿著湖畔走，沿途琳瑯滿目的水岸植物彷彿生態教室，配合一旁的解說牌，讓遊客寓教於樂。另外，遊客也能發現水面一大片翠綠的布袋蓮，這景觀固然美麗，但也令人擔憂外來種植物對原生種的侵害，國人須以此為警惕，維護我們的自然環境。 走著走著便會看到另一個峨眉湖知名景點&mdash;&mdash;細茅埔吊橋，原先橫跨峨眉湖的吊橋有五座，方便附近居民往來，如今只剩下細茅埔吊橋連接十二寮休閒園區與富興老街。細茅埔吊橋橋身能承重五十人，橋塔有著桐花的裝飾，佇立其上兩邊都能欣賞湖上風光，隨著時間與天氣對湖面造成的變化，可謂有著千百種景致。,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖,886-3-5800116,315台灣新竹縣峨眉鄉湖光村,全天,"{'PictureUrl1': 'https://www.trimt-nsa.gov.tw/Content/Uploads/StrollArea/Detail/543a47a4-30e6-4165-8057-7ab0edb366d2_thumb.png', 'PictureDescription1': '峨眉湖'}","{'PositionLon': 120.98529815673828, 'PositionLat': 24.679859161376953, 'GeoHash': 'wsqh3hff9'}",{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000095,飛龍池步道,位於新埔鎮的蓮華山中，有一條蜿蜒，狀如飛龍的古道，這古道就是蓮華山古道，也稱之為飛龍健行步道，是新埔地區郊遊踏青的好去處。古道的入口之一在三聖宮旁，路徑很明顯，步道沿路盡是古木參天、蟲鳴鳥叫，還有很多的神木和孿生樹也不斷的出現在眼前，其中有一棵10株共生木所成的巨木，當地人為其取名為「蓮華神木」，這神木需5人合力才能將其環抱，而其根部就像是蓮花座而得此名。,886-3-5518101,新竹縣新埔鎮新龍路230巷池塘附近,台鐵新竹站下→新竹客運新竹站搭乘關福線/新中線往關西，於三聖宮站下車，再依指標步行前往即可抵達。,24 小時營業,{},"{'PositionLon': 121.0989990234375, 'PositionLat': 24.83139991760254, 'GeoHash': 'wsqj78mt7'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000096,犁頭山步道,犁頭山位於新竹縣新埔鎮與竹北市、芎林鄉交界處，以地形類似古人犁田之犁頭而得名，東起新埔內立里，西迄竹北高速公路東側，呈東西走向，為新竹縣兩大河犂、頭前溪、鳳山溪分水嶺，山以南屬頭前溪流域，以北屬鳳山溪流域，海拔高度156公尺，南側坡面陡峻，北側較為平緩。 惟犁頭山早期均為農民茶園，今日雖已荒廢，林間仍可見不少老茶樹，步道主線及各入口路線，其實多是附近居民早期上山採茶或耕作所行之蜿蜒小徑。民國七十年代農業衰退，山上茶園逐漸荒廢，採茶道路多數野湮沒在荒煙蔓草中，連早期商旅熙來攘往，翻越犁頭山的月桃窩古道也無人通行，犁頭山成為荒山野嶺，除西段三角點附近一公里多路段，尚有民眾踏青健行之外，餘均緲無人煙。,886-3-5518101,新竹縣新埔鎮國校街73號,沿國道1號前往竹北市的光明六路。從國道1號的 91-竹北 號出口下交流道，走光明六路東一段、117縣道和文華路前往新埔鎮的國校街,24 小時營業,{},"{'PositionLon': 121.05400085449219, 'PositionLat': 24.826200485229492, 'GeoHash': 'wsqj4xkz4'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000097,巨埔步道,巨埔步道位在巨埔農場的後山，從巨埔蔬果產銷班的廣場出發，沿著林間道路上坡，映入眼簾的是，蜿蜒而上的枕木步道。兩旁的樹木綠蔭夾道，步道沿途皆有油桐樹、相思樹、松樹、筆筒樹、魚藤等，沿路清幽涼爽，鳥類有布榖鳥、大冠鷲等蹤影。全程約三公里多，遊客可沿著步道倘佯在綠蔭中，欣賞花卉，油桐花季時遊客絡繹不絕，或參觀育苗中心。總面積約十公頃的環山步道中，有不少植物和蔬果，值得細細品味。其中情人谷步道：因部份步道寬度較小僅可供一人行走，且坡度較陡行走不易，不適合兒童行走。,886-3-5899612,新竹縣新埔鎮新龍路752巷2號,1.國道1號竹北交流道下→光明六路→117縣道→118縣道→115縣→竹20線即可抵達。2.國道3號竹林交流道下→120縣道→115縣道→118縣道→115縣→竹20線道即可抵達。,未提供,{},"{'PositionLon': 121.12699890136719, 'PositionLat': 24.84160041809082, 'GeoHash': 'wsqjk63bz'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000098,清水古道,清水古道是新埔鎮早期運送茶葉、柑橘下山的必經之路，已有近百年歷史，古道幽靜、蟲鳴鳥叫，風景優美，極具觀光價值。,886-3-5518101,新竹縣新埔鎮,1. 北二高關西交流道下→循118縣道往新埔方向→接中正路→於楊新路(115縣道)右轉→至清水里清水國小即可抵達。 2. 北二高竹林交流道下→循120、115縣道至新埔→右轉118縣道續行→接中正路→於楊新路(115縣道)右轉→至清水里清水國小即可抵達。3. 中山高竹北交流道下→遍120縣道左轉117縣道→右轉接118縣道→接中正路→於楊新路(115縣道)左轉→至清水里清水國小即可抵達。,24 小時營業,{},"{'PositionLon': 121.13600158691406, 'PositionLat': 24.867000579833984, 'GeoHash': 'wsqjkwbsc'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000099,燒炭窩古道,燒炭窩古道古樸的殘階及幽幽竹林，但古道大部份屬於陸軍裝甲兵訓練場範圍，古道需穿越陸軍裝甲兵訓練場已被剪破的鐵絲網才能進入古道最完整的路段。一塊塊平整的石塊舖成的山路，是昔日為方便挑夫行走，由此爬往湖口臺地。古道左側為卵石堆砌的駁坎，右側為繁茂的竹林。且可與土牛溝古道相接。,886-3-5518101,新竹縣芎林鄉,1.國道1號竹北交流道下→光明六路→117縣道→竹14線道即可抵達。 2.國道3號竹林交流道下→120縣道→115縣道→118縣道→竹14線道即可抵達。,未提供,{},"{'PositionLon': 121.04900360107422, 'PositionLat': 24.83769989013672, 'GeoHash': 'wsqj6994n'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000100,照門步道群–霽月步道,位於陳家農場旁霽月步道的入口，枕木步道兩側的花草與綠蔭所構成的綠色隧道。步道的高點，可沿著石板階梯上下，穿梭在綠蔭中。途中到處可見相思樹林、魯花樹、九重葛、桂花等植物。桐花季走在這條步道裡，可以看到照門山頭的桐花，當然眼簾近處也可以看到桐花，或許數量不多，但佇足欣賞「五月雪」，另有一種美感。,886-3-5899625,新竹縣新埔鎮九芎湖24號,台鐵新竹站下→新竹客運新竹站搭乘新中線、枋寮線往新埔→新竹客運新埔站搭乘楊新線、梅新線往楊梅，於九芎湖站下車即可抵達。,24 小時營業,{},"{'PositionLon': 121.10600280761719, 'PositionLat': 24.86199951171875, 'GeoHash': 'wsqj7vfxw'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000101,照門步道群–觀南步道,步行在步道上，感受著大自然的氣息，放眼盡是湛藍的天空，翠綠的山景，古樸精緻的南園清心園林休閒農場，以及散佈在山谷中的鄉村聚落，一幅幅動人的景緻映入眼簾。步道兩旁林立著油桐樹，於油桐花季時別有一番風味，觀南步道的末端從鴛鴦池出口。,886-3-5518101,新竹縣新埔鎮九芎湖24號,台鐵新竹站下→新竹客運新竹站搭乘新中線、枋寮線往新埔→新竹客運新埔站搭乘楊新線、梅新線往楊梅，於九芎湖站下車即可抵達。,24 小時營業,{},"{'PositionLon': 121.10600280761719, 'PositionLat': 24.86199951171875, 'GeoHash': 'wsqj7vfxw'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000102,照門步道群–九福步道,由「明池」循著石梯而上，這是九芎湖內坡度較陡的步道。林木蓊鬱，令人心曠神怡，更可呼吸大自然釋放的芬多精，植物種類繁多，是絕佳的森林浴場。獨角仙、台灣鳳蝶、五色鳥等昆蟲與鳥類，到處可見蹤跡，是條豐富的休閒生態步道。可以眺望九芎湖及箭竹窩的農村景緻，天氣晴朗時，可以遠跳臺灣海峽。&nbsp;,886-3-5881311,新竹縣新埔鎮,台鐵新竹站下→新竹客運新竹站搭乘新中線、枋寮線往新埔→新竹客運新埔站搭乘楊新線、梅新線往楊梅，於九芎湖站下車即可抵達。,24 小時營業,{},"{'PositionLon': 121.10600280761719, 'PositionLat': 24.850799560546875, 'GeoHash': 'wsqj7gfwq'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000103,三段崎古道,「三段崎古道」位於新竹縣新埔、芎林兩鄉鎮的交界處，是昔日芎林鄉下山村農民，運送柑橘等農作物前往新埔販賣所走出來的一條道路，大約形成於清朝道光年間。隨著公路及產業道路的開通，古道運輸的功能早已式微，如今只成為單純的山間農路而已。然而沿途仍可觀賞滿山坡的柑橘園，還有古樸的鵝卵石階路，以及老樟樹陪伴著古老的石棚土地公，默默地敘述古道逝去的歲月往事。「崎」，客家話的意思是指「山坡、斜坡」；「三段崎」，是指這條古道沿途有三段山坡石階路（石崎仔）。由新埔的三段崎前往芎林鄉，須翻越石頭坑山，先後經過三段石仔崎路，因此而得名。&nbsp;,886-3-5518101,新竹縣芎林鄉,1.國道一號竹北交流道下→光明六路→120縣道→竹22→即可抵達芎林鄉下山村入口。2.國道三號竹林交流道下→120縣道→115縣道→123縣道→竹22→即可抵達芎林鄉下山村入口。3.國道一號竹北交流道下→光明六路→117縣道→118縣道→115縣道即可抵達新埔鎮寶崎幹入口。4.國道三號竹林交流道下→120縣道→115縣道即可抵達新埔鎮寶崎幹入口。,24 小時營業,{},"{'PositionLon': 121.0770034790039, 'PositionLat': 24.81170082092285, 'GeoHash': 'wsqj5hvdd'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000104,石光(老虎山)步道,昔日是石岡子與龍潭之間的一條重要農產古道，已有近兩百年的歷史，直到幾十年前公路興建後，古道才逐漸沒落。近年在當地社區發展協會努力下，獲政府專款輔助，由石光社區發展協會及政府重新整修石光古道，古道的起點為石光國中，終點為茶園涼亭，並於沿途設置涼亭、觀景台及木椅，以供遊客遊憩。本次調查將石光步道及石光古道合起來，石光步道為聖母院至茶園涼亭。因為此步道行經老虎山故當地人稱此條步道為老虎山步道。,886-3-5518101,新竹縣關西鎮石光里308巷44號,1.國道1號竹北交流道下→光明六路→117縣道→118縣道即可抵達石光國中/聖母院。 2.國道3號關西交流道下→118縣道即可抵達石光國中/聖母院。,24 小時營業,{},"{'PositionLon': 121.12999725341797, 'PositionLat': 24.815000534057617, 'GeoHash': 'wsqjhmkjv'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000105,四寮溪步道,位於關西鎮的四寮溪步道全長460公尺，步道沿著四寮溪興建，自然天成的濕地環境與溪流，造就了豐富的生態景觀，沿途的林蔭與溪水，保證清涼又消暑。,886-3-5518101,新竹縣關西鎮竹28鄉道35號,國道3號關西交流道下往關西市區、經中山東路（關西高農）前、過中豐公路（台3線）紅綠燈、進入（竹28線）、約4公里右側有指示牌即可抵達,24 小時營業,{},"{'PositionLon': 121.21199798583984, 'PositionLat': 24.7893009185791, 'GeoHash': 'wsqjn0zbh'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000106,石牛山步道,步道沿線很多陡峭路段，時而峭壁時而陡坡，手腳並用才能往前走；一邊走一邊欣賞果園、菇寮及鄉村景緻，多樣的植物及鳥類、昆蟲生態；豐富多變的步道風光，直到攻頂時一切豁然開朗，360度的開闊視野，可眺望石門水庫、大溪、龍潭、三峽等地區，亦可看見鳥嘴山及蜿蜒山道，一切的疲累早已消失。,886-3-5873180,新竹縣關西鎮,台鐵新竹站下→新竹客運新竹站搭乘新中線往中壢/關福線往六福村→關西站下車→新竹客運關西站搭乘錦山線/六曲窩線，往金鳥/復興，於李樹下站下，步行即可抵達。,24 小時營業,{},"{'PositionLon': 121.2490005493164, 'PositionLat': 24.78459930419922, 'GeoHash': 'wsqhzpfuf'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000107,鹿寮坑步道,鹿寮坑休憩區賞桐步道為三百年茄苳神木開始經桐花隧道&rarr;桐花隧道二&rarr;賞螢區&rarr;濕地農場&rarr;石爺石娘&rarr;桐花步道二&rarr;鄒洪將軍故居&rarr;桐花步道&rarr;鍾屋夥房，為一有系統之賞桐步道。其中濕地農場步道最具特色，此步道位於擔水窩頂端，由於富含水源且未遭人為開發的破壞，保有豐富的生態系，濕地內田螺、泥鰍，還有排著隊覓食的野鴨；鳥類更是種類繁多，步行山林間不時可聽見藍鵲、五色鳥聲聲唱和，大冠鷲盤旋頭頂，提醒您造訪濕地農場時別忘了帶望遠鏡，將鳥兒看個仔細；夏夜晚風裡的濕地農場更是螢火蟲季的最佳選擇。,886-3-5518101,新竹縣芎林鄉,1.國道1號竹北交流道下→光明六路→117縣道→省道台68線芎林/二重埔出口下→新中正大橋→120縣道→竹25線即可抵達。 2.國道3號竹林交流道下→120縣道→竹25線即可抵達。,24 小時營業,{},"{'PositionLon': 121.14199829101562, 'PositionLat': 24.743900299072266, 'GeoHash': 'wsqhu8kzt'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000108,飛鳳山步道,飛鳳山海拔435.5公尺，是九芎山的最高峰，因山形似飛鳳伸頸行將歛翼下降之勢而得名，山上遍植白梅、杜鵑和鳳凰花，山貌隨著時序轉換而有不同變化。山區內有雲谷寺、代勸堂、感應橋、新鳳池、蓮池等名勝，沿著綠蔭遮天的步道一一走訪，清風徐徐來，暑氣全消。飛鳳山上遍植的鳳凰木，夏日開花時節，處處殷紅，冬季梅花盛開，處處雪白，飛鳳探梅，自古以來即列竹縣八勝之一。後山有縣府闢建的步道可登山、踏青、遠眺觀景。,886-3-5921135,新竹縣芎林鄉,1.台鐵新竹站下→新竹客運新竹站搭乘往芎林班車，在芎林國中站下車沿竹24線步行即可抵達。 2.高鐵新竹站下→搭乘新竹客運芎林線往芎林班車，在芎林國中站下車沿竹24線步行即可抵達。,24 小時營業,{},"{'PositionLon': 121.11699676513672, 'PositionLat': 24.763700485229492, 'GeoHash': 'wsqhuh4en'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000109,文林生態古道,古道原是早期山區居民進出的道路，而隨時代變遷，居民紛紛外遷，農作廢耕，古道便逐漸荒廢。後來，在文林社區發展協會努力下，爭取文建會經費補助，並號召社區志工協助，終使古道重見天日，而蛻變為一條休閒的踏青路線。古道全長約3公里，大約一個小時左右就可以走完。,886-3-5921135,新竹縣芎林鄉文山路322巷27號,北二高下竹東/芎林交流道，走120縣道往芎林，在115縣道右轉，經123縣道(文山路)再右轉，在芎林國小對面即可見到「文林自然生態古道」的指標。,24 小時營業,{},"{'PositionLon': 121.08200073242188, 'PositionLat': 24.780099868774414, 'GeoHash': 'wsqhgr14x'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000111,森林公園步道,"步道位於竹東鎮內西南後山，全山林木參天，並有普照宮、大願寺等寺廟，運動公園也設於此地。位於大鵬山麓,境內綠意盎然、清靜優雅,山上還有鍛練腳力好地方的普照宮與金碧輝煌莊嚴肅穆的大願寺，沿途皆有登山步道，每天都有許多民眾來此爬山或運動。",886-3-5518101,新竹縣竹東鎮環山路2號,1. 國道1號竹北交流道下→光明六路東一段→117縣道→省道台68線→省道台68甲線→123縣道→122縣道即可抵達竹東國小，延122縣道續行，轉大林路即可抵達竹東高中。2.國道3號竹林交流道下→120縣道→123縣道→122縣道即可抵達竹東國小，延122縣道續行，轉大林路即可抵達竹東高中。,24 小時營業,{},"{'PositionLon': 121.08499908447266, 'PositionLat': 24.734399795532227, 'GeoHash': 'wsqheqg2k'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000112,軟橋千歲步道,「軟橋千歲步道」當初因漢人到此地開荒，因上坪溪河水暴漲無法交通，臨時就地取材，利用黃藤搭成一座便橋以利通行，維持十年仍能通行，所以當地人們稱它為軟橋。四、五月有白靄靄的油桐花，步道林相優美，軟橋社區螢火蟲保育良好，每年螢火蟲季節可觀賞星火點點的美麗夜空。,886-3-5518101,新竹縣竹東鎮東峰路551號,1.台鐵新竹站下→新竹客運新竹站搭乘竹東線往下公館，於竹東車站下→新竹客運竹東站搭乘五峰線往五峰班車，於軟橋站下車步行即可抵達。2.高鐵新竹站下→搭乘新竹客運科學園區線往下公館班車，於竹東車站下→新竹客運竹東站搭乘五峰線往五峰班車，於軟橋站下車步行即可抵達。,未提供,{},"{'PositionLon': 121.09700012207031, 'PositionLat': 24.695199966430664, 'GeoHash': 'wsqh7xs5u'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000113,五指山猴洞步道,五指山猴洞步道全長約九百公尺，沿途風光明媚，擁有豐富的原始生林與自然生態，就像在走林蔭隧道，備感涼爽。六年來，陸續整修石頭階梯與木棧道，讓步道的安全性提升。若從五指山觀音寺步道出發，約走六百五十公尺後，可到達金龜岩後可接猴洞步道到五指山灶君堂。猴洞步道的置高點可遠眺竹北市、新竹市與苗栗頭份鎮、竹南鎮等，風景怡人。,886-3-5966177,新竹縣北埔鄉,24 小時營業,{},"{'PositionLon': 121.09100341796875, 'PositionLat': 24.641700744628906, 'GeoHash': 'wsqh5mzu2'}",自然風景類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
