PlateNumb,OperatorID,OperatorNo,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopUID,StopID,StopName,StopSequence,MessageType,DutyStatus,BusStatus,A2EventType,GPSTime,SrcRecTime,SrcTransTime,UpdateTime
510-U5,34,1201,THB1652,1652,"{'Zh_tw': '1652', 'En': '1652'}",THB165201,165201,"{'Zh_tw': '1652', 'En': '1652'}",0,THB267955,267955,"{'Zh_tw': '芳苑站', 'En': 'Fangyuan Station'}",14,2,0,0,1,2023-07-13T23:28:13+08:00,2023-07-13T23:28:14+08:00,2023-07-13T23:28:14+08:00,2023-07-13T23:28:19+08:00
696-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W2,7500W2,"{'Zh_tw': '7500W', 'En': '7500W'}",1,THB289798,289798,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",1,2,1,0,0,2023-07-13T23:27:45+08:00,2023-07-13T23:27:45+08:00,2023-07-13T23:27:45+08:00,2023-07-13T23:27:49+08:00
641-FW,45,1101,THB1870,1870,"{'Zh_tw': '1870', 'En': '1870'}",THB187001,187001,"{'Zh_tw': '1870', 'En': '1870'}",0,THB293462,293462,"{'Zh_tw': '嘉義市轉運中心', 'En': 'Transit Center of Chiayi City'}",7,2,1,0,1,2023-07-13T23:27:40+08:00,2023-07-13T23:27:41+08:00,2023-07-13T23:27:41+08:00,2023-07-13T23:27:44+08:00
307-U8,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB300765,300765,"{'Zh_tw': '調和市場', 'En': 'Diaohe  Market'}",22,2,0,0,0,2023-07-13T23:27:34+08:00,2023-07-13T23:27:35+08:00,2023-07-13T23:27:35+08:00,2023-07-13T23:27:39+08:00
KKA-1286,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B2,1610B2,"{'Zh_tw': '1610B', 'En': '1610B'}",1,THB289792,289792,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",8,2,0,0,1,2023-07-13T23:27:18+08:00,2023-07-13T23:27:19+08:00,2023-07-13T23:27:19+08:00,2023-07-13T23:27:24+08:00
760-U3,50,0604,THB2004,2004,"{'Zh_tw': '2004', 'En': '2004'}",THB200402,200402,"{'Zh_tw': '2004', 'En': '2004'}",1,THB308205,308205,"{'Zh_tw': '桃園長庚轉運站', 'En': 'TAOYUAN CHANG GUNG BUS TERMINAL'}",6,2,0,0,1,2023-07-13T23:27:11+08:00,2023-07-13T23:27:11+08:00,2023-07-13T23:27:11+08:00,2023-07-13T23:27:14+08:00
837-U5,45,1101,THB1873,1873,"{'Zh_tw': '1873', 'En': '1873'}",THB187302,187302,"{'Zh_tw': '1873', 'En': '1873'}",1,THB308365,308365,"{'Zh_tw': '干城站', 'En': 'Gancheng Station'}",19,2,1,0,1,2023-07-13T23:27:02+08:00,2023-07-13T23:27:03+08:00,2023-07-13T23:27:03+08:00,2023-07-13T23:27:04+08:00
151-FZ,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B1,1619B1,"{'Zh_tw': '1619B', 'En': '1619B'}",0,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",12,2,0,0,1,2023-07-13T23:26:46+08:00,2023-07-13T23:26:47+08:00,2023-07-13T23:26:47+08:00,2023-07-13T23:26:49+08:00
649-FW,45,1101,THB1826,1826,"{'Zh_tw': '1826', 'En': '1826'}",THB182601,182601,"{'Zh_tw': '1826', 'En': '1826'}",0,THB266756,266756,"{'Zh_tw': '臺中公園(雙十路)', 'En': 'Gongyuan Rd. Intersection'}",17,2,1,0,0,2023-07-13T23:25:51+08:00,2023-07-13T23:25:51+08:00,2023-07-13T23:25:51+08:00,2023-07-13T23:25:54+08:00
FAD-116,45,1101,THB1831,1831,"{'Zh_tw': '1831', 'En': '1831'}",THB183102,183102,"{'Zh_tw': '1831', 'En': '1831'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",12,2,1,0,1,2023-07-13T23:25:13+08:00,2023-07-13T23:25:50+08:00,2023-07-13T23:25:50+08:00,2023-07-13T23:25:54+08:00
446-FY,45,1101,THB1861,1861,"{'Zh_tw': '1861', 'En': '1861'}",THB186102,186102,"{'Zh_tw': '1861', 'En': '1861'}",1,THB302626,302626,"{'Zh_tw': '國光客運桃園停車場', 'En': 'Kingbus Taoyuan parking lot'}",10,2,1,0,1,2023-07-13T23:25:45+08:00,2023-07-13T23:25:45+08:00,2023-07-13T23:25:45+08:00,2023-07-13T23:25:49+08:00
FAD-615,12,1002,THB9025,9025,"{'Zh_tw': '9025', 'En': '9025'}",THB902502,902502,"{'Zh_tw': '9025', 'En': '9025'}",1,THB300054,300054,"{'Zh_tw': '第一銀行', 'En': 'First Bank'}",7,2,0,0,1,2023-07-13T23:24:51+08:00,2023-07-13T23:25:45+08:00,2023-07-13T23:25:45+08:00,2023-07-13T23:25:49+08:00
239-FS,45,1101,THB1832,1832,"{'Zh_tw': '1832', 'En': '1832'}",THB1832A2,1832A2,"{'Zh_tw': '1832A', 'En': '1832A'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",6,2,1,0,1,2023-07-13T23:25:13+08:00,2023-07-13T23:25:15+08:00,2023-07-13T23:25:15+08:00,2023-07-13T23:25:19+08:00
418-FY,45,1101,THB1824,1824,"{'Zh_tw': '1824', 'En': '1824'}",THB182402,182402,"{'Zh_tw': '1824', 'En': '1824'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",17,2,1,0,1,2023-07-13T23:25:10+08:00,2023-07-13T23:25:10+08:00,2023-07-13T23:25:10+08:00,2023-07-13T23:25:14+08:00
FAD-068,45,1101,THB1826,1826,"{'Zh_tw': '1826', 'En': '1826'}",THB182602,182602,"{'Zh_tw': '1826', 'En': '1826'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",6,2,1,0,1,2023-07-13T23:25:05+08:00,2023-07-13T23:25:05+08:00,2023-07-13T23:25:05+08:00,2023-07-13T23:25:09+08:00
273-U5,34,1201,THB1621,1621,"{'Zh_tw': '1621', 'En': '1621'}",THB1621D1,1621D1,"{'Zh_tw': '1621D', 'En': '1621D'}",0,THB305496,305496,"{'Zh_tw': '大順三路口', 'En': 'Dashun 3 rd. Intersection'}",5,2,0,0,0,2023-07-13T23:24:50+08:00,2023-07-13T23:24:50+08:00,2023-07-13T23:24:50+08:00,2023-07-13T23:24:54+08:00
378-FS,45,1101,THB1861,1861,"{'Zh_tw': '1861', 'En': '1861'}",THB186101,186101,"{'Zh_tw': '1861', 'En': '1861'}",0,THB266949,266949,"{'Zh_tw': '臺中二中', 'En': 'Daya Rd. Intersection'}",15,2,1,0,1,2023-07-13T23:24:22+08:00,2023-07-13T23:24:24+08:00,2023-07-13T23:24:24+08:00,2023-07-13T23:24:29+08:00
KKA-2760,42,1407,THB9025,9025,"{'Zh_tw': '9025', 'En': '9025'}",THB902501,902501,"{'Zh_tw': '9025', 'En': '9025'}",0,THB281415,281415,"{'Zh_tw': '松山機場', 'En': 'Songshan Airport'}",7,2,1,0,1,2023-07-13T23:24:11+08:00,2023-07-13T23:24:11+08:00,2023-07-13T23:24:11+08:00,2023-07-13T23:24:14+08:00
977-U5,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611E2,1611E2,"{'Zh_tw': '1611E', 'En': '1611E'}",1,THB308535,308535,"{'Zh_tw': '永康臨時轉運站', 'En': 'Yongkang Temporary Bus Station'}",2,2,0,0,0,2023-07-13T23:23:23+08:00,2023-07-13T23:23:23+08:00,2023-07-13T23:23:23+08:00,2023-07-13T23:23:24+08:00
KKA-0706,53,1702,THB6333,6333,"{'Zh_tw': '6333', 'En': '6333'}",THB633301,633301,"{'Zh_tw': '6333', 'En': '6333'}",0,THB292821,292821,"{'Zh_tw': '水里', 'En': 'Shuili'}",108,2,1,0,1,2023-07-13T23:23:17+08:00,2023-07-13T23:23:16+08:00,2023-07-13T23:23:16+08:00,2023-07-13T23:23:19+08:00
KKA-0890,87,1006,THB1550,1550,"{'Zh_tw': '1550', 'En': '1550'}",THB155001,155001,"{'Zh_tw': '1550', 'En': '1550'}",0,THB286052,286052,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",18,2,0,0,0,2023-07-13T23:22:21+08:00,2023-07-13T23:22:21+08:00,2023-07-13T23:22:21+08:00,2023-07-13T23:22:24+08:00
FAC-076,40,1310,THB9026,9026,"{'Zh_tw': '9026', 'En': '9026'}",THB902602,902602,"{'Zh_tw': '9026', 'En': '9026'}",1,THB257430,257430,"{'Zh_tw': '基隆市界', 'En': 'Keelung community'}",29,2,0,0,0,2023-07-13T23:22:05+08:00,2023-07-13T23:22:05+08:00,2023-07-13T23:22:05+08:00,2023-07-13T23:22:09+08:00
633-U7,11,0404,THB9009,9009,"{'Zh_tw': '9009', 'En': '9009'}",THB900902,900902,"{'Zh_tw': '9009', 'En': '9009'}",1,THB139136,139136,"{'Zh_tw': '復興中正路口(桃園火車站)', 'En': 'Fuxing and Zhongzheng Road Intersection(Taoyuan Station)'}",20,2,0,0,1,2023-07-13T23:19:54+08:00,2023-07-13T23:21:46+08:00,2023-07-13T23:21:46+08:00,2023-07-13T23:21:49+08:00
KKA-7771,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G2,7500G2,"{'Zh_tw': '7500G', 'En': '7500G'}",1,THB120688,120688,"{'Zh_tw': '六甲頂站', 'En': 'Liujiading Stop'}",6,2,1,0,0,2023-07-13T23:21:45+08:00,2023-07-13T23:21:45+08:00,2023-07-13T23:21:45+08:00,2023-07-13T23:21:49+08:00
FAB-288,45,1101,THB1823,1823,"{'Zh_tw': '1823', 'En': '1823'}",THB182301,182301,"{'Zh_tw': '1823', 'En': '1823'}",0,THB290769,290769,"{'Zh_tw': '竹南站', 'En': 'Zhunan Station'}",18,2,1,0,1,2023-07-13T23:21:41+08:00,2023-07-13T23:21:41+08:00,2023-07-13T23:21:41+08:00,2023-07-13T23:21:44+08:00
KKA-2765,42,1407,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902301,902301,"{'Zh_tw': '9023', 'En': '9023'}",0,THB293151,293151,"{'Zh_tw': '圓山皇宮大廈', 'En': 'Yuanshan Palace Bldg'}",12,2,1,0,1,2023-07-13T23:21:32+08:00,2023-07-13T23:21:32+08:00,2023-07-13T23:21:32+08:00,2023-07-13T23:21:34+08:00
985-FU,45,1101,THB1837,1837,"{'Zh_tw': '1837', 'En': '1837'}",THB183702,183702,"{'Zh_tw': '1837', 'En': '1837'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",13,2,1,0,1,2023-07-13T23:21:26+08:00,2023-07-13T23:21:26+08:00,2023-07-13T23:21:26+08:00,2023-07-13T23:21:29+08:00
422-FY,45,1101,THB1832,1832,"{'Zh_tw': '1832', 'En': '1832'}",THB1832A1,1832A1,"{'Zh_tw': '1832A', 'En': '1832A'}",0,THB276487,276487,"{'Zh_tw': '埔里站', 'En': 'Puli Station'}",8,2,1,0,1,2023-07-13T23:21:07+08:00,2023-07-13T23:21:08+08:00,2023-07-13T23:21:08+08:00,2023-07-13T23:21:09+08:00
686-FU,39,0913,THB1572,1572,"{'Zh_tw': '1572', 'En': '1572'}",THB1572B2,1572B2,"{'Zh_tw': '1572B', 'En': '1572B'}",1,THB257812,257812,"{'Zh_tw': '礁溪轉運站', 'En': 'Jiaosi Transfer Station'}",3,2,1,0,1,2023-07-13T23:20:43+08:00,2023-07-13T23:20:43+08:00,2023-07-13T23:20:43+08:00,2023-07-13T23:20:44+08:00
FAB-799,45,1101,THB1813,1813,"{'Zh_tw': '1813', 'En': '1813'}",THB1813I1,1813I1,"{'Zh_tw': '1813I', 'En': '1813I'}",0,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",2,2,1,0,1,2023-07-13T23:20:14+08:00,2023-07-13T23:20:14+08:00,2023-07-13T23:20:14+08:00,2023-07-13T23:20:19+08:00
997-U3,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB304661,304661,"{'Zh_tw': '海生館站', 'En': 'National Museum of Marine Biology and Aquarium Sta'}",23,2,0,100,1,2023-07-13T23:19:46+08:00,2023-07-13T23:19:46+08:00,2023-07-13T23:19:46+08:00,2023-07-13T23:19:49+08:00
KKA-0002,45,1101,THB1802,1802,"{'Zh_tw': '1802', 'En': '1802'}",THB180201,180201,"{'Zh_tw': '1802', 'En': '1802'}",0,THB267035,267035,"{'Zh_tw': '三重運動場', 'En': 'Sanchong playground'}",19,2,1,0,1,2023-07-13T23:19:23+08:00,2023-07-13T23:19:23+08:00,2023-07-13T23:19:23+08:00,2023-07-13T23:19:24+08:00
KKA-2788,41,0301,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900302,900302,"{'Zh_tw': '9003', 'En': '9003'}",1,THB289800,289800,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",14,2,1,0,1,2023-07-13T23:19:10+08:00,2023-07-13T23:19:10+08:00,2023-07-13T23:19:10+08:00,2023-07-13T23:19:14+08:00
KKA-3657,16,0702,THB5250,5250,"{'Zh_tw': '5250', 'En': '5250'}",THB525001,525001,"{'Zh_tw': '5250', 'En': '5250'}",0,THB296647,296647,"{'Zh_tw': '竹圍', 'En': 'JuWei'}",33,2,0,100,1,2023-07-13T23:19:12+08:00,2023-07-13T23:19:13+08:00,2023-07-13T23:19:13+08:00,2023-07-13T23:19:14+08:00
FAD-666,12,1002,THB9005,9005,"{'Zh_tw': '9005', 'En': '9005'}",THB900501,900501,"{'Zh_tw': '9005', 'En': '9005'}",0,THB172540,172540,"{'Zh_tw': '桃客總站', 'En': 'Taoyuan Bus Terminal'}",1,2,1,0,0,2023-07-13T23:19:04+08:00,2023-07-13T23:19:04+08:00,2023-07-13T23:19:04+08:00,2023-07-13T23:19:09+08:00
075-U6,45,1101,THB1873,1873,"{'Zh_tw': '1873', 'En': '1873'}",THB187301,187301,"{'Zh_tw': '1873', 'En': '1873'}",0,THB293464,293464,"{'Zh_tw': '麟洛站', 'En': 'Linluo Station'}",13,2,1,0,1,2023-07-13T23:18:53+08:00,2023-07-13T23:18:54+08:00,2023-07-13T23:18:54+08:00,2023-07-13T23:18:59+08:00
FAC-315,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191601,191601,"{'Zh_tw': '1916', 'En': '1916'}",0,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,1,0,1,2023-07-13T23:18:42+08:00,2023-07-13T23:18:43+08:00,2023-07-13T23:18:43+08:00,2023-07-13T23:18:44+08:00
386-FQ,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191602,191602,"{'Zh_tw': '1916', 'En': '1916'}",1,THB253737,253737,"{'Zh_tw': '宜蘭轉運站', 'En': 'Yilan Transfer Station'}",5,2,1,0,1,2023-07-13T23:18:38+08:00,2023-07-13T23:18:37+08:00,2023-07-13T23:18:37+08:00,2023-07-13T23:18:39+08:00
FAC-516,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",11,2,1,0,1,2023-07-13T23:18:35+08:00,2023-07-13T23:18:36+08:00,2023-07-13T23:18:36+08:00,2023-07-13T23:18:39+08:00
FAD-125,45,1101,THB1863,1863,"{'Zh_tw': '1863', 'En': '1863'}",THB186301,186301,"{'Zh_tw': '1863', 'En': '1863'}",0,THB266756,266756,"{'Zh_tw': '臺中公園(雙十路)', 'En': 'Gongyuan Rd. Intersection'}",17,2,1,0,0,2023-07-13T23:18:22+08:00,2023-07-13T23:18:23+08:00,2023-07-13T23:18:23+08:00,2023-07-13T23:18:24+08:00
FAB-226,45,1101,THB1820,1820,"{'Zh_tw': '1820', 'En': '1820'}",THB182002,182002,"{'Zh_tw': '1820', 'En': '1820'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",23,2,1,0,1,2023-07-13T23:16:56+08:00,2023-07-13T23:16:56+08:00,2023-07-13T23:16:56+08:00,2023-07-13T23:16:59+08:00
768-U3,50,0604,THB2003,2003,"{'Zh_tw': '2003', 'En': '2003'}",THB200302,200302,"{'Zh_tw': '2003', 'En': '2003'}",1,THB308205,308205,"{'Zh_tw': '桃園長庚轉運站', 'En': 'TAOYUAN CHANG GUNG BUS TERMINAL'}",8,2,0,0,1,2023-07-13T23:16:40+08:00,2023-07-13T23:16:41+08:00,2023-07-13T23:16:41+08:00,2023-07-13T23:16:44+08:00
FAD-267,13,1303,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900301,900301,"{'Zh_tw': '9003', 'En': '9003'}",0,THB300348,300348,"{'Zh_tw': '新竹轉運站', 'En': 'Hsinchu bus station'}",14,2,0,0,1,2023-07-13T23:16:33+08:00,2023-07-13T23:16:33+08:00,2023-07-13T23:16:33+08:00,2023-07-13T23:16:39+08:00
KKA-1203,34,1201,THB1625,1625,"{'Zh_tw': '1625', 'En': '1625'}",THB1625A1,1625A1,"{'Zh_tw': '1625A', 'En': '1625A'}",0,THB303927,303927,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",9,2,0,0,1,2023-07-13T23:16:37+08:00,2023-07-13T23:16:38+08:00,2023-07-13T23:16:38+08:00,2023-07-13T23:16:39+08:00
637-U7,11,0404,THB9069,9069,"{'Zh_tw': '9069', 'En': '9069'}",THB906902,906902,"{'Zh_tw': '9069', 'En': '9069'}",1,THB296917,296917,"{'Zh_tw': '復興中正路口(桃園火車站)', 'En': 'Fuxing and Zhongzheng Road Intersection(Taoyuan Station)'}",21,2,0,0,1,2023-07-13T23:16:03+08:00,2023-07-13T23:16:16+08:00,2023-07-13T23:16:16+08:00,2023-07-13T23:16:19+08:00
272-U5,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B1,1610B1,"{'Zh_tw': '1610B', 'En': '1610B'}",0,THB266076,266076,"{'Zh_tw': '中港轉運站', 'En': 'Zhonggang Bus Station'}",5,2,0,0,0,2023-07-13T23:16:11+08:00,2023-07-13T23:16:12+08:00,2023-07-13T23:16:12+08:00,2023-07-13T23:16:14+08:00
KKA-7723,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500I1,7500I1,"{'Zh_tw': '7500I', 'En': '7500I'}",0,THB178344,178344,"{'Zh_tw': '新營站', 'En': 'Xinying Station'}",1,2,1,0,0,2023-07-13T23:16:10+08:00,2023-07-13T23:16:12+08:00,2023-07-13T23:16:12+08:00,2023-07-13T23:16:14+08:00
FAD-372,18,0909,THB5900,5900,"{'Zh_tw': '5900', 'En': '5900'}",THB590001,590001,"{'Zh_tw': '5900', 'En': '5900'}",0,THB291915,291915,"{'Zh_tw': '竹北火車站', 'En': 'TRA Zhubei Station'}",9,2,0,0,1,2023-07-13T23:15:55+08:00,2023-07-13T23:15:55+08:00,2023-07-13T23:15:55+08:00,2023-07-13T23:15:59+08:00
901-U3,51,0907,THB9009,9009,"{'Zh_tw': '9009', 'En': '9009'}",THB900901,900901,"{'Zh_tw': '9009', 'En': '9009'}",0,THB289785,289785,"{'Zh_tw': '市府轉運站', 'En': 'Taipei City Hall Bus Station'}",19,2,1,0,1,2023-07-13T23:15:39+08:00,2023-07-13T23:15:39+08:00,2023-07-13T23:15:39+08:00,2023-07-13T23:15:44+08:00
KKA-8158,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B1,1619B1,"{'Zh_tw': '1619B', 'En': '1619B'}",0,THB301900,301900,"{'Zh_tw': '中壢服務區', 'En': 'Zhongli Service Area'}",3,2,0,0,0,2023-07-13T23:15:37+08:00,2023-07-13T23:15:37+08:00,2023-07-13T23:15:37+08:00,2023-07-13T23:15:39+08:00
FAB-277,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB1815D1,1815D1,"{'Zh_tw': '1815D', 'En': '1815D'}",0,THB270450,270450,"{'Zh_tw': '萬里橋頭', 'En': 'Wanli Bridge'}",34,2,1,0,0,2023-07-13T23:15:09+08:00,2023-07-13T23:15:10+08:00,2023-07-13T23:15:10+08:00,2023-07-13T23:15:14+08:00
KKA-1038,45,1101,THB1838,1838,"{'Zh_tw': '1838', 'En': '1838'}",THB1838A2,1838A2,"{'Zh_tw': '1838A', 'En': '1838A'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",13,2,1,0,1,2023-07-13T23:14:50+08:00,2023-07-13T23:14:52+08:00,2023-07-13T23:14:52+08:00,2023-07-13T23:14:54+08:00
789-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W1,7500W1,"{'Zh_tw': '7500W', 'En': '7500W'}",0,THB189248,189248,"{'Zh_tw': '朝馬站', 'En': 'Chouma Station'}",4,2,1,0,0,2023-07-13T23:14:12+08:00,2023-07-13T23:14:13+08:00,2023-07-13T23:14:13+08:00,2023-07-13T23:14:14+08:00
883-FW,45,1101,THB1839,1839,"{'Zh_tw': '1839', 'En': '1839'}",THB1839B1,1839B1,"{'Zh_tw': '1839B', 'En': '1839B'}",0,THB267865,267865,"{'Zh_tw': '屏東轉運站', 'En': 'Pingtung Bus Station'}",10,2,1,0,1,2023-07-13T23:13:52+08:00,2023-07-13T23:13:53+08:00,2023-07-13T23:13:53+08:00,2023-07-13T23:13:54+08:00
848-U5,45,1101,THB1838,1838,"{'Zh_tw': '1838', 'En': '1838'}",THB183801,183801,"{'Zh_tw': '1838', 'En': '1838'}",0,THB268417,268417,"{'Zh_tw': '朝馬站(國光)', 'En': 'Chaoma Station (Kuokuang)'}",4,2,1,0,0,2023-07-13T23:13:42+08:00,2023-07-13T23:13:42+08:00,2023-07-13T23:13:42+08:00,2023-07-13T23:13:44+08:00
KKA-2575,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610B2,1610B2,"{'Zh_tw': '1610B', 'En': '1610B'}",1,THB268481,268481,"{'Zh_tw': '楠梓站', 'En': 'Nanzi Station'}",3,2,0,0,0,2023-07-13T23:13:20+08:00,2023-07-13T23:13:21+08:00,2023-07-13T23:13:21+08:00,2023-07-13T23:13:24+08:00
608-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F2,7500F2,"{'Zh_tw': '7500F', 'En': '7500F'}",1,THB245716,245716,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",7,2,1,0,1,2023-07-13T23:13:08+08:00,2023-07-13T23:13:10+08:00,2023-07-13T23:13:10+08:00,2023-07-13T23:13:14+08:00
FAC-528,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191702,191702,"{'Zh_tw': '1917', 'En': '1917'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",5,2,1,0,1,2023-07-13T23:13:01+08:00,2023-07-13T23:13:03+08:00,2023-07-13T23:13:03+08:00,2023-07-13T23:13:04+08:00
705-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W2,7500W2,"{'Zh_tw': '7500W', 'En': '7500W'}",1,THB189248,189248,"{'Zh_tw': '朝馬站', 'En': 'Chouma Station'}",3,2,1,0,0,2023-07-13T23:12:49+08:00,2023-07-13T23:12:50+08:00,2023-07-13T23:12:50+08:00,2023-07-13T23:12:54+08:00
FAB-907,45,1101,THB1862,1862,"{'Zh_tw': '1862', 'En': '1862'}",THB186201,186201,"{'Zh_tw': '1862', 'En': '1862'}",0,THB244832,244832,"{'Zh_tw': '高雄站(國光)', 'En': 'Kaohsiung Station(Kuokuang)'}",8,2,1,0,1,2023-07-13T23:12:44+08:00,2023-07-13T23:12:44+08:00,2023-07-13T23:12:44+08:00,2023-07-13T23:12:49+08:00
305-U8,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB304661,304661,"{'Zh_tw': '海生館站', 'En': 'National Museum of Marine Biology and Aquarium Sta'}",23,2,0,100,1,2023-07-13T23:12:31+08:00,2023-07-13T23:12:32+08:00,2023-07-13T23:12:32+08:00,2023-07-13T23:12:34+08:00
359-U5,34,1201,THB1620,1620,"{'Zh_tw': '1620', 'En': '1620'}",THB1620A1,1620A1,"{'Zh_tw': '1620A', 'En': '1620A'}",0,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",14,2,0,0,1,2023-07-13T23:12:13+08:00,2023-07-13T23:12:14+08:00,2023-07-13T23:12:14+08:00,2023-07-13T23:12:19+08:00
KKA-2755,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB1579A2,1579A2,"{'Zh_tw': '1579A', 'En': '1579A'}",1,THB303501,303501,"{'Zh_tw': '八斗子', 'En': 'Badouzi'}",25,2,1,0,1,2023-07-13T23:11:49+08:00,2023-07-13T23:11:50+08:00,2023-07-13T23:11:50+08:00,2023-07-13T23:11:54+08:00
078-FZ,34,1201,THB1620,1620,"{'Zh_tw': '1620', 'En': '1620'}",THB1620B1,1620B1,"{'Zh_tw': '1620B', 'En': '1620B'}",0,THB301900,301900,"{'Zh_tw': '中壢服務區', 'En': 'Zhongli Service Area'}",3,2,0,0,0,2023-07-13T23:11:30+08:00,2023-07-13T23:11:30+08:00,2023-07-13T23:11:30+08:00,2023-07-13T23:11:34+08:00
KKA-8123,45,1101,THB1800,1800,"{'Zh_tw': '1800', 'En': '1800'}",THB180001,180001,"{'Zh_tw': '1800', 'En': '1800'}",0,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",8,2,1,0,1,2023-07-13T23:10:36+08:00,2023-07-13T23:10:36+08:00,2023-07-13T23:10:36+08:00,2023-07-13T23:10:39+08:00
FAB-667,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B1,1619B1,"{'Zh_tw': '1619B', 'En': '1619B'}",0,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",12,2,0,0,1,2023-07-13T23:10:20+08:00,2023-07-13T23:10:21+08:00,2023-07-13T23:10:21+08:00,2023-07-13T23:10:24+08:00
465-U5,45,1101,THB1802,1802,"{'Zh_tw': '1802', 'En': '1802'}",THB180202,180202,"{'Zh_tw': '1802', 'En': '1802'}",1,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",18,2,1,0,1,2023-07-13T23:10:12+08:00,2023-07-13T23:10:12+08:00,2023-07-13T23:10:12+08:00,2023-07-13T23:10:14+08:00
